timestamp,service,namespace,cpu_utilization,memory_utilization,cost_increase_percentage,replicas,traffic_requests_per_minute,storage_gb,log_volume_gb_per_day,idle_indicator,risk_score,expected_behavior
2026-02-10T00:00:00Z,analytics-service,staging,36.0,48.95,2.82,4,517,103.7,5.26,0,0,normal
2026-02-10T00:00:00Z,inventory-service,staging,37.33,33.98,0.58,2,133,105.86,5.5,0,0,normal
2026-02-10T00:00:00Z,order-service,production,34.2,43.16,3.55,3,194,32.6,1.19,0,0,normal
2026-02-10T00:00:00Z,recommendation-service,production,36.9,35.5,10.07,3,169,135.34,2.83,0,0,normal
2026-02-10T00:00:00Z,email-service,production,60.13,28.71,-0.66,4,713,64.58,11.15,0,0,normal
2026-02-10T00:00:00Z,logging-service,production,34.53,69.53,-7.65,4,435,136.34,7.28,0,0,normal
2026-02-10T00:00:00Z,gateway-service,production,51.13,33.2,-5.56,3,793,145.77,5.06,0,0,normal
2026-02-10T00:00:00Z,database-service,staging,49.73,33.2,6.16,4,473,93.12,6.46,0,0,normal
2026-02-10T00:00:00Z,queue-service,staging,54.53,68.95,4.0,4,546,85.5,11.09,0,0,normal
2026-02-10T00:00:00Z,ml-inference-service,staging,52.6,36.13,-7.92,4,323,57.94,9.95,0,0,normal
2026-02-11T00:00:00Z,backend-service,staging,74.4,51.66,3.7,2,744,65.17,9.47,0,0,normal
2026-02-11T00:00:00Z,frontend-service,production,61.1,69.9,-6.11,3,412,148.08,9.76,0,0,normal
2026-02-11T00:00:00Z,payment-service,staging,33.8,51.76,-6.91,4,188,113.94,10.63,0,0,normal
2026-02-11T00:00:00Z,worker-service,staging,65.73,41.21,7.54,2,675,101.87,13.02,0,0,normal
2026-02-11T00:00:00Z,cache-service,production,43.4,29.66,-1.42,2,550,44.05,13.07,0,0,normal
2026-02-11T00:00:00Z,auth-service,production,26.0,69.24,1.55,3,783,99.02,1.97,0,0,normal
2026-02-11T00:00:00Z,notification-service,production,30.0,61.33,-6.11,2,697,32.96,6.38,0,0,normal
2026-02-11T00:00:00Z,reporting-service,production,37.33,38.28,-0.8,4,694,21.75,14.53,0,0,normal
2026-02-11T00:00:00Z,search-service,production,35.0,62.96,9.76,3,247,59.96,7.7,0,0,normal
2026-02-11T00:00:00Z,billing-service,production,26.0,30.08,11.18,3,185,86.5,12.71,0,0,normal
2026-02-11T00:00:00Z,analytics-service,production,46.27,42.58,0.18,3,311,139.82,10.58,0,0,normal
2026-02-11T00:00:00Z,inventory-service,production,72.8,42.82,-7.44,4,421,35.39,13.93,0,0,normal
2026-02-11T00:00:00Z,order-service,staging,46.4,54.98,-2.47,4,515,39.53,10.34,0,0,normal
2026-02-11T00:00:00Z,recommendation-service,production,38.4,58.08,-5.19,3,808,123.83,12.04,0,0,normal
2026-02-11T00:00:00Z,email-service,production,44.4,65.72,8.94,2,671,75.57,11.17,0,0,normal
2026-02-11T00:00:00Z,logging-service,production,42.6,46.19,-5.71,4,503,98.23,9.91,0,0,normal
2026-02-11T00:00:00Z,gateway-service,production,45.87,51.93,-1.55,3,625,89.71,4.22,0,0,normal
2026-02-11T00:00:00Z,database-service,production,60.13,43.07,-7.74,2,97,67.11,7.63,0,0,normal
2026-02-11T00:00:00Z,queue-service,production,67.4,39.65,6.1,2,644,146.34,13.78,0,0,normal
2026-02-11T00:00:00Z,ml-inference-service,production,30.8,43.85,-3.12,2,792,145.44,6.2,0,0,normal
2026-02-12T00:00:00Z,backend-service,staging,26.4,32.03,7.36,2,158,21.62,12.63,0,0,normal
2026-02-12T00:00:00Z,frontend-service,production,62.4,48.49,4.37,4,425,77.72,10.03,0,0,normal
2026-02-12T00:00:00Z,payment-service,staging,55.2,50.1,-1.02,2,485,128.25,10.52,0,0,normal
2026-02-12T00:00:00Z,worker-service,production,60.4,71.56,-4.6,3,174,87.8,14.69,0,0,normal
2026-02-12T00:00:00Z,cache-service,staging,35.8,66.11,0.39,4,699,129.42,12.43,0,0,normal
2026-02-12T00:00:00Z,auth-service,production,66.33,27.64,9.3,3,742,75.15,4.78,0,0,normal
2026-02-12T00:00:00Z,notification-service,staging,36.8,52.05,6.51,2,296,97.62,11.59,0,0,normal
2026-02-12T00:00:00Z,reporting-service,production,37.0,73.83,10.08,4,125,93.29,12.06,0,0,normal
2026-02-12T00:00:00Z,search-service,staging,74.0,72.9,-8.57,4,279,60.88,6.47,0,0,normal
2026-02-12T00:00:00Z,billing-service,production,41.4,50.0,4.42,2,104,96.33,6.35,0,0,normal
2026-02-12T00:00:00Z,analytics-service,production,28.93,72.46,-8.94,2,300,124.97,10.16,0,0,normal
2026-02-12T00:00:00Z,inventory-service,staging,47.3,41.89,5.51,3,718,131.27,7.03,0,0,normal
2026-02-12T00:00:00Z,order-service,production,72.8,29.86,0.0,2,226,119.62,5.33,0,0,normal
2026-02-12T00:00:00Z,recommendation-service,staging,71.6,28.32,5.15,4,452,65.94,2.0,0,0,normal
2026-02-12T00:00:00Z,email-service,staging,57.47,71.97,1.78,4,579,25.15,13.03,0,0,normal
2026-02-12T00:00:00Z,logging-service,production,46.93,43.65,-2.44,4,503,85.77,4.68,0,0,normal
2026-02-12T00:00:00Z,gateway-service,production,59.87,32.62,5.94,2,377,68.86,8.98,0,0,normal
2026-02-12T00:00:00Z,database-service,staging,42.4,57.1,-4.99,3,191,31.16,11.24,0,0,normal
2026-02-12T00:00:00Z,queue-service,staging,28.2,74.8,0.85,3,297,111.3,7.67,0,0,normal
2026-02-12T00:00:00Z,ml-inference-service,staging,32.27,40.92,-5.45,2,695,120.65,1.87,0,0,normal
2026-02-13T00:00:00Z,backend-service,production,35.4,72.46,7.69,4,513,55.08,9.9,0,0,normal
2026-02-13T00:00:00Z,frontend-service,production,39.8,68.55,8.84,4,299,107.05,4.63,0,0,normal
2026-02-13T00:00:00Z,payment-service,staging,33.2,72.07,2.99,3,566,89.62,11.97,0,0,normal
2026-02-13T00:00:00Z,worker-service,staging,66.13,28.81,10.81,4,672,100.15,5.53,0,0,normal
2026-02-13T00:00:00Z,cache-service,staging,68.2,64.45,-8.17,4,496,54.16,11.11,0,0,normal
2026-02-13T00:00:00Z,auth-service,production,56.93,26.76,-1.94,4,272,74.62,8.65,0,0,normal
2026-02-13T00:00:00Z,notification-service,production,72.53,43.36,-3.76,3,96,59.25,5.3,0,0,normal
2026-02-13T00:00:00Z,reporting-service,production,45.47,66.41,0.88,3,615,146.63,5.7,0,0,normal
2026-02-13T00:00:00Z,search-service,production,52.13,39.23,-9.01,4,785,108.44,9.88,0,0,normal
2026-02-13T00:00:00Z,billing-service,staging,55.8,30.18,0.0,4,849,101.1,8.63,0,0,normal
2026-02-13T00:00:00Z,analytics-service,staging,67.5,36.13,-8.25,3,644,69.54,3.74,0,0,normal
2026-02-13T00:00:00Z,inventory-service,staging,70.33,25.37,3.98,3,880,49.11,4.97,0,0,normal
2026-02-13T00:00:00Z,order-service,staging,25.2,26.61,3.32,2,237,122.77,12.77,0,0,normal
2026-02-13T00:00:00Z,recommendation-service,staging,52.67,34.62,8.09,4,482,127.71,12.22,0,0,normal
2026-02-13T00:00:00Z,email-service,production,45.07,50.83,-2.66,3,316,32.95,12.22,0,0,normal
2026-02-13T00:00:00Z,logging-service,production,66.8,72.36,10.38,2,175,32.12,7.12,0,0,normal
2026-02-13T00:00:00Z,gateway-service,production,53.4,62.11,5.52,2,544,102.48,11.89,0,0,normal
2026-02-13T00:00:00Z,database-service,production,51.73,61.23,-7.91,3,868,53.86,1.72,0,0,normal
2026-02-13T00:00:00Z,queue-service,staging,30.4,30.27,-6.42,3,348,136.3,2.3,0,0,normal
2026-02-13T00:00:00Z,ml-inference-service,staging,49.4,45.51,-7.2,3,720,29.92,10.62,0,0,normal
2026-02-14T00:00:00Z,backend-service,production,33.87,70.12,-8.64,4,660,102.06,12.97,0,0,normal
2026-02-14T00:00:00Z,frontend-service,production,32.8,71.29,6.04,2,700,23.84,1.32,0,0,normal
2026-02-14T00:00:00Z,payment-service,staging,26.4,35.94,6.47,4,788,142.18,4.75,0,0,normal
2026-02-14T00:00:00Z,worker-service,staging,48.3,46.8,-8.46,3,277,52.51,3.77,0,0,normal
2026-02-14T00:00:00Z,cache-service,staging,33.2,72.66,-5.96,3,523,134.77,6.93,0,0,normal
2026-02-14T00:00:00Z,auth-service,staging,46.4,43.65,-1.75,4,145,78.42,13.45,0,0,normal
2026-02-14T00:00:00Z,notification-service,production,44.9,33.98,6.08,3,519,122.82,6.01,0,0,normal
2026-02-14T00:00:00Z,reporting-service,staging,63.87,25.39,-7.35,4,91,113.18,3.99,0,0,normal
2026-02-14T00:00:00Z,search-service,production,39.13,51.27,-1.36,2,654,56.15,9.51,0,0,normal
2026-02-14T00:00:00Z,billing-service,staging,40.87,34.86,8.32,2,585,84.82,14.86,0,0,normal
2026-02-14T00:00:00Z,analytics-service,production,54.5,53.81,-7.64,3,98,103.68,12.99,0,0,normal
2026-02-14T00:00:00Z,inventory-service,staging,26.8,41.8,-4.23,2,151,81.09,12.62,0,0,normal
2026-02-14T00:00:00Z,order-service,staging,45.0,49.66,-6.53,2,482,58.8,14.78,0,0,normal
2026-02-14T00:00:00Z,recommendation-service,staging,26.4,66.21,5.81,2,187,149.16,13.06,0,0,normal
2026-02-14T00:00:00Z,email-service,production,65.8,71.68,-8.12,2,345,134.83,1.6,0,0,normal
2026-02-14T00:00:00Z,logging-service,staging,59.3,38.48,-6.77,2,221,95.85,2.68,0,0,normal
2026-02-14T00:00:00Z,gateway-service,staging,58.4,53.81,5.85,4,581,146.93,5.51,0,0,normal
2026-02-14T00:00:00Z,database-service,staging,42.6,57.91,9.72,4,290,110.35,2.05,0,0,normal
2026-02-14T00:00:00Z,queue-service,staging,48.4,34.38,-4.97,2,428,47.13,9.27,0,0,normal
2026-02-14T00:00:00Z,ml-inference-service,production,57.73,70.7,-5.29,2,452,70.12,7.33,0,0,normal
2026-02-15T00:00:00Z,backend-service,production,46.1,72.56,-4.65,4,743,33.27,7.45,0,0,normal
2026-02-15T00:00:00Z,frontend-service,production,34.33,48.63,2.95,4,543,65.75,2.66,0,0,normal
2026-02-15T00:00:00Z,payment-service,staging,50.07,27.64,6.62,3,458,32.72,10.08,0,0,normal
2026-02-15T00:00:00Z,worker-service,production,54.67,50.93,6.07,2,777,26.48,4.49,0,0,normal
2026-02-15T00:00:00Z,cache-service,production,36.9,38.67,5.95,4,796,113.06,6.49,0,0,normal
2026-02-15T00:00:00Z,auth-service,production,35.27,42.29,6.65,3,802,97.52,11.27,0,0,normal
2026-02-15T00:00:00Z,notification-service,staging,61.93,33.5,7.7,4,151,41.66,5.65,0,0,normal
2026-02-15T00:00:00Z,reporting-service,production,46.33,33.79,-1.8,3,158,42.19,11.64,0,0,normal
2026-02-15T00:00:00Z,search-service,production,49.4,48.54,-0.62,2,97,93.74,14.87,0,0,normal
2026-02-15T00:00:00Z,billing-service,staging,29.8,47.61,5.17,4,439,148.67,4.6,0,0,normal
2026-02-15T00:00:00Z,analytics-service,production,40.0,69.53,7.6,4,690,82.97,4.78,0,0,normal
2026-02-15T00:00:00Z,inventory-service,production,42.8,37.11,6.45,4,792,146.53,6.03,0,0,normal
2026-02-15T00:00:00Z,order-service,staging,73.2,74.37,2.24,4,259,54.49,10.51,0,0,normal
2026-02-15T00:00:00Z,recommendation-service,staging,34.5,66.7,4.42,2,523,123.39,8.93,0,0,normal
2026-02-15T00:00:00Z,email-service,staging,48.27,51.07,4.51,3,718,92.56,3.28,0,0,normal
2026-02-15T00:00:00Z,logging-service,staging,27.0,66.26,-3.08,2,134,83.49,1.07,0,0,normal
2026-02-15T00:00:00Z,gateway-service,production,31.8,64.26,-4.07,4,761,144.61,8.85,0,0,normal
2026-02-15T00:00:00Z,database-service,staging,46.53,39.45,1.61,2,564,141.28,4.48,0,0,normal
2026-02-15T00:00:00Z,queue-service,production,54.8,53.12,5.23,4,410,124.57,2.95,0,0,normal
2026-02-15T00:00:00Z,ml-inference-service,staging,40.0,39.84,8.7,4,552,90.96,6.26,0,0,normal
2026-02-16T00:00:00Z,backend-service,production,50.1,48.39,-7.69,3,557,74.67,6.74,0,0,normal
2026-02-16T00:00:00Z,frontend-service,staging,62.6,64.31,9.85,4,604,68.5,9.69,0,0,normal
2026-02-16T00:00:00Z,payment-service,staging,58.47,65.36,-6.2,4,551,129.1,2.19,0,0,normal
2026-02-16T00:00:00Z,worker-service,production,54.7,53.27,-3.86,4,419,132.36,2.7,0,0,normal
2026-02-16T00:00:00Z,cache-service,staging,31.8,40.04,-2.42,3,816,148.59,1.09,0,0,normal
2026-02-16T00:00:00Z,auth-service,staging,25.0,50.98,2.33,2,289,33.47,1.35,0,0,normal
2026-02-16T00:00:00Z,notification-service,production,49.13,65.92,1.37,4,346,126.82,10.54,0,0,normal
2026-02-16T00:00:00Z,reporting-service,staging,32.0,33.5,4.37,4,796,91.07,7.67,0,0,normal
2026-02-16T00:00:00Z,search-service,staging,43.33,44.53,7.64,4,899,33.95,6.84,0,0,normal
2026-02-16T00:00:00Z,billing-service,staging,53.2,53.91,10.1,2,740,104.55,10.2,0,0,normal
2026-02-16T00:00:00Z,analytics-service,production,69.07,38.84,3.09,2,446,85.08,13.05,0,0,normal
2026-02-16T00:00:00Z,inventory-service,production,50.6,57.71,4.63,3,751,113.5,5.75,0,0,normal
2026-02-16T00:00:00Z,order-service,staging,28.4,43.82,8.01,3,700,105.67,9.06,0,0,normal
2026-02-16T00:00:00Z,recommendation-service,production,54.2,28.37,0.0,2,830,40.69,2.35,0,0,normal
2026-02-16T00:00:00Z,email-service,staging,62.9,30.18,-7.75,2,825,136.02,11.58,0,0,normal
2026-02-16T00:00:00Z,logging-service,production,30.7,47.07,3.64,3,701,102.07,1.41,0,0,normal
2026-02-16T00:00:00Z,gateway-service,production,31.6,34.77,1.32,3,528,108.25,4.16,0,0,normal
2026-02-16T00:00:00Z,database-service,production,54.0,35.16,3.33,2,85,66.74,6.71,0,0,normal
2026-02-16T00:00:00Z,queue-service,production,34.47,53.52,-5.73,3,592,65.77,9.66,0,0,normal
2026-02-16T00:00:00Z,ml-inference-service,production,68.67,31.25,-2.03,4,385,33.12,7.98,0,0,normal
2026-02-17T00:00:00Z,backend-service,production,66.0,71.09,-8.56,3,479,111.43,1.95,0,0,normal
2026-02-17T00:00:00Z,frontend-service,staging,67.6,44.92,-7.96,2,639,110.68,2.55,0,0,normal
2026-02-17T00:00:00Z,payment-service,staging,26.6,38.04,-7.71,3,863,27.72,3.86,0,0,normal
2026-02-17T00:00:00Z,worker-service,production,49.6,42.19,-7.2,2,506,97.76,9.57,0,0,normal
2026-02-17T00:00:00Z,cache-service,staging,61.1,26.76,-5.31,4,310,104.54,7.04,0,0,normal
2026-02-17T00:00:00Z,auth-service,staging,26.2,51.66,9.92,3,778,108.87,1.25,0,0,normal
2026-02-17T00:00:00Z,notification-service,staging,46.4,52.47,2.89,2,528,35.34,9.62,0,0,normal
2026-02-17T00:00:00Z,reporting-service,production,36.8,54.3,-8.95,2,502,117.17,13.44,0,0,normal
2026-02-17T00:00:00Z,search-service,production,65.6,27.73,-9.02,3,264,56.74,5.4,0,0,normal
2026-02-17T00:00:00Z,billing-service,staging,48.93,57.81,-7.4,2,336,141.99,3.88,0,0,normal
2026-02-17T00:00:00Z,analytics-service,production,72.0,68.41,9.75,2,619,136.09,5.46,0,0,normal
2026-02-17T00:00:00Z,inventory-service,production,38.93,70.51,2.59,4,316,59.64,8.74,0,0,normal
2026-02-17T00:00:00Z,order-service,staging,59.87,72.63,4.15,2,590,128.72,4.78,0,0,normal
2026-02-17T00:00:00Z,recommendation-service,staging,67.7,49.76,6.67,3,473,77.72,4.14,0,0,normal
2026-02-17T00:00:00Z,email-service,staging,58.0,51.95,-7.79,3,106,138.31,11.56,0,0,normal
2026-02-17T00:00:00Z,logging-service,production,62.8,61.28,-5.84,4,524,132.55,11.96,0,0,normal
2026-02-17T00:00:00Z,gateway-service,staging,67.9,46.19,0.61,4,661,119.97,4.64,0,0,normal
2026-02-17T00:00:00Z,database-service,staging,39.0,29.25,10.33,2,869,90.56,5.73,0,0,normal
2026-02-17T00:00:00Z,queue-service,production,57.9,31.05,1.13,4,756,61.73,4.7,0,0,normal
2026-02-17T00:00:00Z,ml-inference-service,production,48.2,48.97,4.73,4,303,73.12,9.11,0,0,normal
2026-02-18T00:00:00Z,backend-service,production,72.6,33.98,7.68,3,345,132.98,2.78,0,0,normal
2026-02-18T00:00:00Z,frontend-service,production,36.6,34.18,9.68,4,530,95.39,1.59,0,0,normal
2026-02-18T00:00:00Z,payment-service,staging,25.8,52.0,8.52,2,694,50.51,2.53,0,0,normal
2026-02-18T00:00:00Z,worker-service,staging,41.2,66.46,7.66,4,505,29.28,6.97,0,0,normal
2026-02-18T00:00:00Z,cache-service,production,41.7,69.85,7.28,3,561,142.52,5.12,0,0,normal
2026-02-18T00:00:00Z,auth-service,staging,70.53,30.27,-8.09,2,400,86.4,11.93,0,0,normal
2026-02-18T00:00:00Z,notification-service,production,57.8,44.04,-1.27,4,160,144.17,14.42,0,0,normal
2026-02-18T00:00:00Z,reporting-service,staging,51.93,67.19,3.77,4,897,26.69,7.61,0,0,normal
2026-02-18T00:00:00Z,search-service,production,70.5,37.11,-3.64,3,316,79.26,11.47,0,0,normal
2026-02-18T00:00:00Z,billing-service,staging,43.07,52.98,-5.45,2,450,104.93,9.47,0,0,normal
2026-02-18T00:00:00Z,analytics-service,staging,71.2,63.77,-5.5,3,770,96.02,2.93,0,0,normal
2026-02-18T00:00:00Z,inventory-service,production,29.0,50.24,-7.43,2,669,84.25,13.34,0,0,normal
2026-02-18T00:00:00Z,order-service,production,30.93,63.23,-6.2,4,561,116.57,2.77,0,0,normal
2026-02-18T00:00:00Z,recommendation-service,staging,74.4,50.68,-3.74,4,477,137.55,5.96,0,0,normal
2026-02-18T00:00:00Z,email-service,staging,30.9,54.54,-8.24,4,190,149.24,1.63,0,0,normal
2026-02-18T00:00:00Z,logging-service,production,62.0,39.45,7.55,3,796,37.5,3.57,0,0,normal
2026-02-18T00:00:00Z,gateway-service,production,58.6,43.95,5.69,3,260,86.13,9.23,0,0,normal
2026-02-18T00:00:00Z,database-service,production,53.2,39.26,-5.93,3,406,118.45,14.35,0,0,normal
2026-02-18T00:00:00Z,queue-service,production,46.4,53.71,4.36,4,401,32.93,4.99,0,0,normal
2026-02-18T00:00:00Z,ml-inference-service,staging,69.2,71.92,7.82,3,700,117.95,13.94,0,0,normal
2026-02-19T00:00:00Z,backend-service,production,26.27,72.85,2.75,4,630,123.87,1.09,0,0,normal
2026-02-19T00:00:00Z,frontend-service,production,61.6,66.5,1.14,3,192,113.11,13.87,0,0,normal
2026-02-19T00:00:00Z,payment-service,production,29.3,74.61,-4.69,4,764,35.14,5.95,0,0,normal
2026-02-19T00:00:00Z,worker-service,staging,41.2,38.77,-7.25,4,833,86.67,11.88,0,0,normal
2026-02-19T00:00:00Z,cache-service,production,71.6,34.47,5.3,4,756,128.89,9.77,0,0,normal
2026-02-19T00:00:00Z,auth-service,production,58.67,48.49,-2.6,3,271,115.36,4.96,0,0,normal
2026-02-19T00:00:00Z,notification-service,staging,25.07,49.41,-2.18,4,293,112.3,1.54,0,0,normal
2026-02-19T00:00:00Z,reporting-service,staging,56.8,51.51,0.2,2,387,129.29,13.25,0,0,normal
2026-02-19T00:00:00Z,search-service,staging,52.1,29.79,3.63,2,853,119.31,6.87,0,0,normal
2026-02-19T00:00:00Z,billing-service,staging,33.8,58.01,-6.46,3,793,71.75,2.79,0,0,normal
2026-02-19T00:00:00Z,analytics-service,production,59.33,39.45,-1.23,4,300,135.68,11.96,0,0,normal
2026-02-19T00:00:00Z,inventory-service,staging,45.5,46.24,-2.64,3,135,54.88,11.19,0,0,normal
2026-02-19T00:00:00Z,order-service,staging,45.47,51.76,7.98,4,192,143.22,9.59,0,0,normal
2026-02-19T00:00:00Z,recommendation-service,production,65.0,63.87,-0.49,3,441,119.69,8.74,0,0,normal
2026-02-19T00:00:00Z,email-service,staging,74.13,67.97,1.83,2,377,124.17,13.75,0,0,normal
2026-02-19T00:00:00Z,logging-service,production,72.0,67.19,7.39,4,184,85.19,12.08,0,0,normal
2026-02-19T00:00:00Z,gateway-service,staging,56.53,26.66,8.0,4,206,125.69,6.29,0,0,normal
2026-02-19T00:00:00Z,database-service,staging,28.8,26.0,6.57,4,634,98.63,3.13,0,0,normal
2026-02-19T00:00:00Z,queue-service,staging,46.2,40.04,2.66,3,287,32.96,14.57,0,0,normal
2026-02-19T00:00:00Z,ml-inference-service,staging,73.33,49.12,-4.42,4,626,85.86,6.35,0,0,normal
2026-02-20T00:00:00Z,backend-service,staging,47.6,44.73,3.27,2,537,68.08,8.88,0,0,normal
2026-02-20T00:00:00Z,frontend-service,staging,53.0,68.16,-0.35,3,687,52.5,2.98,0,0,normal
2026-02-20T00:00:00Z,payment-service,staging,63.2,45.56,-6.98,4,425,128.46,1.51,0,0,normal
2026-02-20T00:00:00Z,worker-service,staging,62.67,52.27,-0.21,3,747,50.65,7.46,0,0,normal
2026-02-20T00:00:00Z,cache-service,production,71.0,59.96,7.1,3,210,118.4,3.27,0,0,normal
2026-02-20T00:00:00Z,auth-service,staging,69.2,33.52,2.16,4,578,38.18,13.24,0,0,normal
2026-02-20T00:00:00Z,notification-service,staging,74.73,51.12,-0.46,4,460,93.3,3.32,0,0,normal
2026-02-20T00:00:00Z,reporting-service,production,50.9,48.58,7.26,2,418,140.52,11.08,0,0,normal
2026-02-20T00:00:00Z,search-service,production,40.8,32.42,-0.81,2,85,60.54,3.63,0,0,normal
2026-02-20T00:00:00Z,billing-service,production,56.2,28.32,-7.87,4,652,134.83,5.83,0,0,normal
2026-02-20T00:00:00Z,analytics-service,production,54.2,43.36,9.2,3,340,92.94,9.98,0,0,normal
2026-02-20T00:00:00Z,inventory-service,staging,38.93,53.17,3.56,2,896,87.9,10.03,0,0,normal
2026-02-20T00:00:00Z,order-service,production,73.3,35.45,7.69,2,882,50.14,4.03,0,0,normal
2026-02-20T00:00:00Z,recommendation-service,production,28.8,31.84,5.43,3,515,106.43,5.58,0,0,normal
2026-02-20T00:00:00Z,email-service,production,60.27,40.58,-8.39,4,404,88.99,13.37,0,0,normal
2026-02-20T00:00:00Z,logging-service,staging,66.93,49.49,6.97,3,781,35.63,13.6,0,0,normal
2026-02-20T00:00:00Z,gateway-service,production,61.4,55.76,6.38,2,471,68.65,14.06,0,0,normal
2026-02-20T00:00:00Z,database-service,staging,25.2,41.41,10.31,3,339,85.36,1.18,0,0,normal
2026-02-20T00:00:00Z,queue-service,staging,44.87,38.67,-9.05,2,665,127.03,13.08,0,0,normal
2026-02-20T00:00:00Z,ml-inference-service,production,33.67,26.76,-6.95,2,707,136.25,3.14,0,0,normal
2026-02-21T00:00:00Z,backend-service,staging,66.67,27.73,-8.85,4,807,28.1,2.36,0,0,normal
2026-02-21T00:00:00Z,frontend-service,production,41.6,69.87,-8.03,2,680,113.88,6.13,0,0,normal
2026-02-21T00:00:00Z,payment-service,production,28.2,61.43,-3.78,2,256,77.64,4.86,0,0,normal
2026-02-21T00:00:00Z,worker-service,staging,40.4,30.86,8.92,3,661,128.69,2.21,0,0,normal
2026-02-21T00:00:00Z,cache-service,production,34.2,63.28,3.88,2,302,102.93,7.44,0,0,normal
2026-02-21T00:00:00Z,auth-service,staging,62.27,40.43,1.64,3,802,57.32,4.91,0,0,normal
2026-02-21T00:00:00Z,notification-service,staging,33.73,37.94,3.17,3,350,32.01,5.97,0,0,normal
2026-02-21T00:00:00Z,reporting-service,staging,66.47,26.76,3.18,4,474,40.24,8.96,0,0,normal
2026-02-21T00:00:00Z,search-service,production,42.0,29.49,-0.34,2,344,48.37,4.65,0,0,normal
2026-02-21T00:00:00Z,billing-service,production,31.93,43.6,-2.51,3,754,96.49,1.47,0,0,normal
2026-02-21T00:00:00Z,analytics-service,staging,48.73,57.37,-0.96,2,271,138.71,5.29,0,0,normal
2026-02-21T00:00:00Z,inventory-service,staging,54.67,61.52,0.29,3,329,52.83,6.23,0,0,normal
2026-02-21T00:00:00Z,order-service,staging,73.4,63.09,-1.72,4,190,74.73,11.84,0,0,normal
2026-02-21T00:00:00Z,recommendation-service,production,71.07,72.56,-8.64,4,849,38.14,10.29,0,0,normal
2026-02-21T00:00:00Z,email-service,staging,47.9,47.95,9.09,4,231,46.05,3.41,0,0,normal
2026-02-21T00:00:00Z,logging-service,staging,29.47,32.62,8.77,4,874,68.65,7.68,0,0,normal
2026-02-21T00:00:00Z,gateway-service,staging,59.93,58.4,7.94,3,803,51.56,13.84,0,0,normal
2026-02-21T00:00:00Z,database-service,production,69.9,54.83,5.91,4,153,65.09,10.38,0,0,normal
2026-02-21T00:00:00Z,queue-service,production,43.33,50.05,-2.72,2,705,97.89,6.57,0,0,normal
2026-02-21T00:00:00Z,ml-inference-service,staging,27.2,46.73,3.91,3,473,105.03,6.96,0,0,normal
2026-02-22T00:00:00Z,backend-service,production,38.0,33.96,3.1,3,778,87.26,2.49,0,0,normal
2026-02-22T00:00:00Z,frontend-service,production,65.13,33.01,0.21,2,668,85.91,10.61,0,0,normal
2026-02-22T00:00:00Z,payment-service,staging,63.53,46.24,0.0,4,729,35.07,12.3,0,0,normal
2026-02-22T00:00:00Z,worker-service,production,67.2,30.57,7.59,2,514,89.12,6.37,0,0,normal
2026-02-22T00:00:00Z,cache-service,staging,34.8,46.73,2.69,3,368,25.18,13.15,0,0,normal
2026-02-22T00:00:00Z,auth-service,staging,37.6,58.74,10.59,2,635,54.74,5.11,0,0,normal
2026-02-22T00:00:00Z,notification-service,production,54.6,61.57,7.96,4,836,71.51,3.45,0,0,normal
2026-02-22T00:00:00Z,reporting-service,staging,46.53,42.24,10.12,3,785,100.24,13.86,0,0,normal
2026-02-22T00:00:00Z,search-service,staging,32.2,43.95,1.43,4,160,63.91,9.91,0,0,normal
2026-02-22T00:00:00Z,billing-service,staging,61.0,66.8,-2.26,3,199,123.17,8.99,0,0,normal
2026-02-22T00:00:00Z,analytics-service,staging,43.6,35.74,0.0,3,361,117.09,11.9,0,0,normal
2026-02-22T00:00:00Z,inventory-service,production,70.47,38.62,4.71,3,292,22.43,6.8,0,0,normal
2026-02-22T00:00:00Z,order-service,staging,29.8,25.88,-1.78,3,306,28.28,5.03,0,0,normal
2026-02-22T00:00:00Z,recommendation-service,staging,52.0,71.48,7.38,2,431,64.28,5.85,0,0,normal
2026-02-22T00:00:00Z,email-service,production,51.6,58.59,-2.49,3,492,24.19,12.93,0,0,normal
2026-02-22T00:00:00Z,logging-service,production,35.2,40.19,-2.48,3,542,107.69,1.41,0,0,normal
2026-02-22T00:00:00Z,gateway-service,staging,74.73,62.5,-7.79,3,649,116.73,14.86,0,0,normal
2026-02-22T00:00:00Z,database-service,staging,29.8,35.55,-0.8,2,664,57.62,13.11,0,0,normal
2026-02-22T00:00:00Z,queue-service,staging,70.0,40.97,0.0,3,725,33.73,13.39,0,0,normal
2026-02-22T00:00:00Z,ml-inference-service,staging,67.87,62.82,4.37,3,540,40.41,13.23,0,0,normal
2026-02-23T00:00:00Z,backend-service,production,57.8,44.14,-2.28,4,508,146.65,6.74,0,0,normal
2026-02-23T00:00:00Z,frontend-service,staging,54.8,72.27,-3.6,3,704,52.49,8.97,0,0,normal
2026-02-23T00:00:00Z,payment-service,production,52.6,67.48,0.66,2,548,67.98,13.25,0,0,normal
2026-02-23T00:00:00Z,worker-service,staging,31.6,69.53,-8.91,2,671,79.95,4.43,0,0,normal
2026-02-23T00:00:00Z,cache-service,production,65.0,68.6,-4.78,2,330,80.09,14.47,0,0,normal
2026-02-23T00:00:00Z,auth-service,production,68.33,68.09,-4.11,2,881,74.22,4.64,0,0,normal
